onset	duration	trial_type	response_time	texture	color	shape	task	response	probe_pic
0.0002598999999463	3	Stay	1.4518592999665998	Filled	red	Circle	Scene	2.0	Face
4.512102500011679	3	Stay	1.1242472999729216	Filled	red	Circle	Scene	1.0	Scene
9.028980700008104	3	Stay	0.6070437000016682	Filled	red	Circle	Scene	1.0	Scene
13.546399099985138	3	IDS	0.6562221000203863	Filled	blue	Polygon	Face	1.0	Face
22.56482849997701	3	Stay	0.9379360000020824	Filled	red	Polygon	Face	2.0	Scene
27.08130959997652	3	Stay	0.9044397000106984	Filled	blue	Polygon	Face	2.0	Scene
36.121425300021656	3	EDS	1.7806234000017866	Donut	blue	Polygon	Scene	2.0	Face
45.132376599998686	3	Stay	0.9852753999875858	Donut	blue	Circle	Scene	2.0	Face
49.649892400018864	3	IDS	1.4017613000469282	Donut	red	Polygon	Face	2.0	Scene
55.667261200025685	3	Stay	1.2692083999863826	Donut	red	Polygon	Face	2.0	Scene
61.68607970001176	3	IDS	1.0832193999667652	Donut	blue	Circle	Scene	2.0	Face
72.20232049998593	3	Stay	1.3836017000139689	Donut	blue	Circle	Scene	2.0	Face
78.21747340000002	3	Stay	1.4197424000012688	Donut	blue	Circle	Scene	1.0	Scene
88.73647920001531	3	EDS	0.9325871999608352	Filled	blue	Circle	Scene	1.0	Scene
93.2537975999876	3	Stay	1.1651493999524971	Filled	red	Circle	Scene	2.0	Face
97.77007989998673	3	IDS	1.2330632000230253	Filled	red	Polygon	Face	2.0	Scene
105.28848380001727	3	IDS	1.0639832000015303	Filled	red	Circle	Scene	1.0	Scene
115.80503069999396	3	Stay	1.3642398999654688	Filled	red	Circle	Scene	1.0	Scene
120.32323699997504	3	Stay	0.9298800000105985	Filled	red	Circle	Scene	1.0	Scene
124.84014769998612	3	Stay	0.9119676999980584	Filled	blue	Circle	Scene	2.0	Face
132.35915209999078	3	Stay	1.9612094999756664	Filled	blue	Circle	Scene	1.0	Scene
139.8741550000268	3	EDS	0.928734400018584	Donut	blue	Circle	Scene	1.0	Scene
145.89148719998775	3	Stay	1.6625411999993958	Donut	blue	Circle	Scene	1.0	Scene
159.40914950001752	3	EDS	1.3103927000192923	Filled	red	Circle	Scene	1.0	Scene
163.92547199997352	3	EDS	0.877147999999579	Donut	red	Polygon	Face	1.0	Face
174.4439882999868	3	IDS	1.4753787000081502	Donut	blue	Polygon	Scene	1.0	Scene
178.95994819997574	3	Stay	1.6429936999920756	Donut	blue	Polygon	Scene	1.0	Scene
189.47900629998185	3	IDS	1.2064701000344942	Donut	red	Circle	Face	1.0	Face
197.0114734999952	3	Stay	0.891378199972678	Donut	red	Polygon	Face	2.0	Scene
206.046052300022	3	Stay	0.823483899992425	Donut	red	Circle	Face	1.0	Face
216.5822467000108	3	EDS	0.8699176000081934	Filled	red	Polygon	Face	2.0	Scene
221.1142293000012	3	IDS	1.0054659000015818	Filled	red	Circle	Scene	2.0	Face
225.64796829997795	3	Stay	1.1718811999890022	Filled	blue	Circle	Scene	2.0	Face
239.18231679999727	3	IDS	0.9209140000166371	Filled	blue	Polygon	Face	1.0	Face
248.2163376000244	3	Stay	0.9864251000108196	Filled	blue	Polygon	Face	1.0	Face
254.25154590001333	3	EDS	0.9177811000263318	Donut	blue	Circle	Scene	1.0	Scene
263.2842655000277	3	IDS	1.5515409000217917	Donut	red	Circle	Face	2.0	Scene
270.8189832000062	3	EDS	1.1015126999700442	Filled	blue	Circle	Scene	1.0	Scene
275.35244200000307	3	Stay	0.7671114000258967	Filled	blue	Circle	Scene	1.0	Scene
287.3861351999804	3	Stay	1.1667822999879718	Filled	blue	Circle	Scene	1.0	Scene
293.4200754999765	3	Stay	1.349867400014773	Filled	red	Circle	Scene	2.0	Face
305.45368500001496	3	Stay	0.8826595999998972	Filled	red	Circle	Scene	1.0	Scene
309.98787750001065	3	EDS	1.3818860999890603	Donut	red	Polygon	Face	2.0	Scene
317.520742200024	3	IDS	1.3321122999768704	Donut	blue	Polygon	Scene	2.0	Face
323.5543683000142	3	IDS	1.8316816999576984	Donut	red	Circle	Face	2.0	Scene
329.59043270000257	3	Stay	0.8124148999922909	Donut	red	Circle	Face	2.0	Scene
340.1235782000004	3	Stay	0.8295183000154793	Donut	red	Polygon	Face	2.0	Scene
344.65709669998614	3	EDS	1.295488000032492	Filled	red	Circle	Scene	1.0	Scene
355.1930660000071	3	EDS	1.327268599998206	Donut	blue	Polygon	Scene	2.0	Face
365.725416900008	3	EDS	0.9610111000365578	Filled	blue	Circle	Scene	2.0	Face
370.258418500016	3	Stay	1.2610899999854157	Filled	red	Circle	Scene	1.0	Scene
