onset	duration	trial_type	response_time	texture	color	shape	task	response	probe_pic
0.0261453000130131	3	Stay	0.7372128999850247	Donut	red	Polygon	Face	2.0	Face
4.537330099992687	3	IDS	1.8208389000210443	Donut	red	Circle	Scene	1.0	Face
9.05867080000462	3	IDS	0.5262587000033818	Donut	red	Polygon	Face	2.0	Face
13.56915230001323	3	EDS	0.5905327000073157	Filled	red	Circle	Face	2.0	Face
18.09186680000857	3	IDS	1.0452904000121634	Filled	blue	Circle	Scene	2.0	Scene
25.60630409998703	3	Stay	2.2107882999989665	Filled	blue	Polygon	Scene	2.0	Scene
36.12453140001161	3	Stay	1.4202098999812731	Filled	blue	Polygon	Scene	1.0	Face
45.1388314999931	3	EDS	1.645330900006229	Donut	blue	Circle	Scene	2.0	Scene
51.14810009999201	3	IDS	2.3219155000115284	Donut	blue	Polygon	Face	1.0	Scene
61.67569010000442	3	IDS	1.0093899999919809	Donut	blue	Circle	Scene	1.0	Face
66.19838230000461	3	IDS	1.148201899981359	Donut	red	Polygon	Face	2.0	Face
70.70502150000539	3	EDS	1.281330900004832	Filled	blue	Polygon	Scene	1.0	Face
82.7208590999944	3	EDS	0.9510469999804628	Donut	blue	Circle	Scene	2.0	Scene
87.24409679998644	3	IDS	0.8369361000077333	Donut	blue	Polygon	Face	2.0	Face
100.7605002000055	3	IDS	2.029319099994609	Donut	red	Circle	Scene	2.0	Scene
106.77698759999475	3	Stay	0.7379054999910295	Donut	red	Circle	Scene	2.0	Scene
111.31292910000776	3	EDS	0.7572076000215021	Filled	blue	Polygon	Scene	2.0	Scene
123.33926589999464	3	Stay	0.7358184999902733	Filled	blue	Polygon	Scene	2.0	Scene
127.86565210000845	3	EDS	1.456184500013478	Donut	blue	Circle	Scene	2.0	Scene
132.38084379999782	3	IDS	1.861181199987186	Donut	blue	Polygon	Face	1.0	Scene
145.90910260000965	3	IDS	1.996379599993816	Donut	red	Circle	Scene	2.0	Scene
150.42185280000558	3	EDS	0.8232429999916349	Filled	blue	Circle	Scene	2.0	Scene
162.45069409999996	3	IDS	1.6494016999786254	Filled	red	Circle	Face	1.0	Scene
168.4758308999881	3	Stay	0.685343399993144	Filled	red	Circle	Face	2.0	Face
180.5033487000037	3	IDS	1.2690231000015046	Filled	blue	Circle	Scene	2.0	Scene
185.02354990001183	3	EDS	1.3002109000226485	Donut	red	Polygon	Face	1.0	Scene
191.0468435999937	3	IDS	1.9260383000073489	Donut	red	Circle	Scene	2.0	Scene
198.56565350000164	3	IDS	1.5171285999822433	Donut	blue	Polygon	Face	1.0	Scene
209.09868220001223	3	IDS	2.096036400005687	Donut	red	Circle	Scene	2.0	Scene
215.1039523000072	3	IDS	1.5630015000060666	Donut	red	Polygon	Face	1.0	Scene
224.14307369999003	3	IDS	1.5969754999969157	Donut	red	Circle	Scene	1.0	Face
231.6550401000132	3	EDS	1.1134206000133418	Filled	red	Polygon	Face	1.0	Scene
237.67614850000243	3	IDS	1.030838800012134	Filled	blue	Polygon	Scene	2.0	Scene
243.7001515000011	3	Stay	1.7528160999936515	Filled	blue	Polygon	Scene	1.0	Face
254.2427647000004	3	EDS	1.3350136999797542	Donut	red	Circle	Scene	2.0	Scene
263.2671801999968	3	Stay	1.5412538999808016	Donut	red	Circle	Scene	1.0	Face
267.8029305000091	3	Stay	1.3722081999876536	Donut	blue	Circle	Scene	2.0	Scene
276.83104620000813	3	IDS	1.7309745000093244	Donut	blue	Polygon	Face	1.0	Scene
281.3538381000108	3	Stay	1.9821415999904275	Donut	red	Polygon	Face	1.0	Scene
287.3876378000132	3	Stay	1.4516019000147935	Donut	red	Polygon	Face	2.0	Face
299.4441466999997	3	EDS	1.2885003999981564	Filled	red	Polygon	Face	2.0	Face
303.99111440000706	3	Stay	0.6101064999820665	Filled	red	Circle	Face	2.0	Face
314.52369339999865	3	Stay	1.6991280000074769	Filled	red	Circle	Face	1.0	Scene
322.0558167000126	3	Stay	1.9562046999926683	Filled	red	Circle	Face	1.0	Scene
328.1081054999959	3	IDS	2.210526200011373	Filled	blue	Circle	Scene	2.0	Scene
334.1464612999989	3	EDS	1.1611593000125142	Donut	red	Polygon	Face	1.0	Scene
338.6752863999864	3	IDS	1.4876401000074109	Donut	blue	Circle	Scene	1.0	Face
349.2291656000016	3	Stay	1.2042356000165455	Donut	red	Circle	Scene	2.0	Scene
353.7669825000048	3	Stay	0.6636893999821041	Donut	blue	Circle	Scene	2.0	Scene
361.3043010999973	3	Stay	1.032632000016747	Donut	blue	Circle	Scene	1.0	Face
370.3408262000012	3	Stay	1.12743120000232	Donut	blue	Circle	Scene	2.0	Scene
